onset	duration	sample	value	trial_type
2.0000000000	n/a	2000	210	DOG
7.5010000000	n/a	7501	7	DUCK
13.0020000000	n/a	13002	39	RECORDPL
18.5030000000	n/a	18503	25	MOTORCYC
24.0040000000	n/a	24004	4	BANANA
29.5050000000	n/a	29505	29	CLOTHESP
35.0060000000	n/a	35006	32	FOX
40.5070000000	n/a	40507	23	LADLE
46.0080000000	n/a	46008	210	DOG
51.5090000000	n/a	51509	24	HAND
57.0100000000	n/a	57010	210	DOG
62.5110000000	n/a	62511	21	KANGAROO
68.0120000000	n/a	68012	17	FLOWER
73.5130000000	n/a	73513	5	CANDLE
79.0140000000	n/a	79014	210	DOG
84.5150000000	n/a	84515	28	ROLLERSK
90.0160000000	n/a	90016	8	KITE
95.5170000000	n/a	95517	210	DOG
101.0180000000	n/a	101018	6	DESK
106.5190000000	n/a	106519	27	BASKET
112.0200000000	n/a	112020	3	AIRPLANE
117.5210000000	n/a	117521	30	APPLE
123.0220000000	n/a	123022	13	SPOON
128.5230000000	n/a	128523	210	DOG
134.0240000000	n/a	134024	31	PYRAMID
139.5250000000	n/a	139525	1	BEE
145.0260000000	n/a	145026	40	GLASS
150.5270000000	n/a	150527	18	GORILLA
156.0280000000	n/a	156028	10	KEY
161.5290000000	n/a	161529	26	BIRD
167.0300000000	n/a	167030	12	CRAB
172.5310000000	n/a	172531	2	CAMERA
178.0320000000	n/a	178032	16	ZIPPER
183.5330000000	n/a	183533	210	DOG
189.0340000000	n/a	189034	19	HARP
194.5350000000	n/a	194535	9	SOCK
200.0360000000	n/a	200036	20	HIPPOPOT
205.5370000000	n/a	205537	210	DOG
211.0380000000	n/a	211038	33	ROLLINGP
216.5390000000	n/a	216539	36	TABLE
222.0400000000	n/a	222040	35	SUN
227.5410000000	n/a	227541	210	DOG
233.0420000000	n/a	233042	14	LADDER
238.5430000000	n/a	238543	37	STOOL
244.0440000000	n/a	244044	210	DOG
249.5450000000	n/a	249545	210	DOG
255.0460000000	n/a	255046	34	SNAKE
260.5470000000	n/a	260547	210	DOG
266.0480000000	n/a	266048	22	LIPS
271.5490000000	n/a	271549	38	SPIDERWE
277.0500000000	n/a	277050	15	SNAIL
282.5510000000	n/a	282551	210	DOG
288.0520000000	n/a	288052	11	HEART
293.5530000000	n/a	293553	210	DOG
299.0540000000	n/a	299054	79	SCREWDRI
304.5550000000	n/a	304555	66	WINDMILL
310.0560000000	n/a	310056	80	CAR
315.5570000000	n/a	315557	67	EAR
321.0580000000	n/a	321058	43	BROOM
326.5590000000	n/a	326559	76	MOUSE
332.0600000000	n/a	332060	44	BENCH
337.5610000000	n/a	337561	74	SAXOPHON
343.0620000000	n/a	343062	53	TIE
348.5630000000	n/a	348563	64	WOLF
354.0640000000	n/a	354064	54	SWAN
359.5650000000	n/a	359565	57	TRAFFICL
365.0660000000	n/a	365066	51	BELL
370.5670000000	n/a	370567	71	GARBAGE
376.0680000000	n/a	376068	50	CIGARETT
381.5690000000	n/a	381569	210	DOG
387.0700000000	n/a	387070	210	DOG
392.5710000000	n/a	392571	72	GRAPES
398.0720000000	n/a	398072	210	DOG
403.5730000000	n/a	403573	210	DOG
409.0740000000	n/a	409074	41	LIGHTBUL
414.5750000000	n/a	414575	69	COMB
420.0760000000	n/a	420076	61	LOBSTER
425.5770000000	n/a	425577	210	DOG
431.0780000000	n/a	431078	210	DOG
436.5790000000	n/a	436579	58	FORK
442.0800000000	n/a	442080	52	DRESSER
447.5810000000	n/a	447581	210	DOG
453.0820000000	n/a	453082	47	FISHING 
458.5830000000	n/a	458583	210	DOG
464.0840000000	n/a	464084	65	HOUSE
469.5850000000	n/a	469585	42	SPIDER
475.0860000000	n/a	475086	45	BOTTLE
480.5870000000	n/a	480587	75	SYRINGE
486.0880000000	n/a	486088	210	DOG
491.5890000000	n/a	491589	210	DOG
497.0900000000	n/a	497090	55	SQUIRREL
502.5910000000	n/a	502591	63	DRAGONFL
508.0920000000	n/a	508092	62	KOALA
513.5930000000	n/a	513593	73	RHINOCER
519.0940000000	n/a	519094	59	FROG
524.5950000000	n/a	524595	70	PIPE
530.0960000000	n/a	530096	210	DOG
535.5970000000	n/a	535597	60	PROPELL
541.0980000000	n/a	541098	68	PANTS
546.5990000000	n/a	546599	78	TOMATO
552.1000000000	n/a	552100	49	SHOE
557.6010000000	n/a	557601	56	STAR
563.1020000000	n/a	563102	48	CHAIR
568.6030000000	n/a	568603	210	DOG
574.1040000000	n/a	574104	210	DOG
579.6050000000	n/a	579605	46	BUS
585.1060000000	n/a	585106	77	TELEPHON
590.6070000000	n/a	590607	210	DOG
596.1080000000	n/a	596108	102	LAMP
601.6090000000	n/a	601609	99	TOASTER
607.1100000000	n/a	607110	210	DOG
612.6110000000	n/a	612611	104	GLASSES
618.1120000000	n/a	618112	210	DOG
623.6130000000	n/a	623613	82	TREE
629.1140000000	n/a	629114	210	DOG
634.6150000000	n/a	634615	91	NAIL
640.1160000000	n/a	640116	210	DOG
645.6170000000	n/a	645617	92	ROOSTER
651.1180000000	n/a	651118	110	FEATHER
656.6190000000	n/a	656619	116	SKELETON
662.1200000000	n/a	662120	89	BAT
667.6210000000	n/a	667621	210	DOG
673.1220000000	n/a	673122	210	DOG
678.6230000000	n/a	678623	210	DOG
684.1240000000	n/a	684124	94	DOLPHIN
689.6250000000	n/a	689625	210	DOG
695.1260000000	n/a	695126	111	DOLL
700.6270000000	n/a	700627	105	GLOBE
706.1280000000	n/a	706128	85	BUTTON
711.6290000000	n/a	711629	100	HELICOPT
717.1300000000	n/a	717130	113	FAUCET
722.6310000000	n/a	722631	109	PELICAN
728.1320000000	n/a	728132	87	CARROT
733.6330000000	n/a	733633	210	DOG
739.1340000000	n/a	739134	106	NOSE
744.6350000000	n/a	744635	86	CACTUS
750.1360000000	n/a	750136	101	IGLOO
755.6370000000	n/a	755637	112	TENNISRA
761.1380000000	n/a	761138	96	STARFISH
766.6390000000	n/a	766639	120	SCREW
772.1400000000	n/a	772140	210	DOG
777.6410000000	n/a	777641	97	LEAF
783.1420000000	n/a	783142	210	DOG
788.6430000000	n/a	788643	107	BEAR
794.1440000000	n/a	794144	117	TELESCOP
799.6450000000	n/a	799645	93	PENCIL
805.1460000000	n/a	805146	108	PEACOCK
810.6470000000	n/a	810647	114	SAW
816.1480000000	n/a	816148	84	SPOOLOFT
821.6490000000	n/a	821649	103	LION
827.1500000000	n/a	827150	95	CHURCH
832.6510000000	n/a	832651	119	TRUMPET
838.1520000000	n/a	838152	83	SCALE
843.6530000000	n/a	843653	118	LAWNMOWE
849.1540000000	n/a	849154	81	PINEAPPL
854.6550000000	n/a	854655	210	DOG
860.1560000000	n/a	860156	115	WHISTLE
865.6570000000	n/a	865657	98	STRAWBER
871.1580000000	n/a	871158	210	DOG
876.6590000000	n/a	876659	88	MUSHROOM
882.1600000000	n/a	882160	90	HANGER
887.6610000000	n/a	887661	210	DOG
893.1620000000	n/a	893162	139	GUITAR
898.6630000000	n/a	898663	210	DOG
904.1640000000	n/a	904164	143	BED
909.6650000000	n/a	909665	210	DOG
915.1660000000	n/a	915166	148	BUTTERFL
920.6670000000	n/a	920667	141	LEG
926.1680000000	n/a	926168	150	PEAR
931.6690000000	n/a	931669	149	PIANO
937.1700000000	n/a	937170	134	THIMBLE
942.6710000000	n/a	942671	210	DOG
948.1720000000	n/a	948172	140	OWL
953.6730000000	n/a	953673	210	DOG
959.1740000000	n/a	959174	131	CLOWN
964.6750000000	n/a	964675	210	DOG
970.1760000000	n/a	970176	210	DOG
975.6770000000	n/a	975677	145	MICROSCO
981.1780000000	n/a	981178	210	DOG
986.6790000000	n/a	986679	121	ANCHOR
992.1800000000	n/a	992180	137	FLAMINGO
997.6810000000	n/a	997681	159	COW
1003.1820000000	n/a	1003182	122	WATERING
1008.6830000000	n/a	1008683	210	DOG
1014.1840000000	n/a	1014184	142	BABYCARR
1019.6850000000	n/a	1019685	152	RAKE
1025.1860000000	n/a	1025186	135	ELEPHANT
1030.6870000000	n/a	1030687	138	ROCKET
1036.1880000000	n/a	1036188	127	POT
1041.6890000000	n/a	1041689	124	CAN
1047.1900000000	n/a	1047190	156	STETHOSC
1052.6910000000	n/a	1052691	133	ALLIGATOR
1058.1920000000	n/a	1058192	160	YOYO
1063.6930000000	n/a	1063693	136	HORSESHO
1069.1940000000	n/a	1069194	210	DOG
1074.6950000000	n/a	1074695	128	HAT
1080.1960000000	n/a	1080196	132	CROWN
1085.6970000000	n/a	1085697	130	SCISSORS
1091.1980000000	n/a	1091198	210	DOG
1096.6990000000	n/a	1096699	154	SCORPION
1102.2000000000	n/a	1102200	158	BARREL
1107.7010000000	n/a	1107701	144	WASHINGM
1113.2020000000	n/a	1113202	153	WHEEL
1118.7030000000	n/a	1118703	146	BOW
1124.2040000000	n/a	1124204	210	DOG
1129.7050000000	n/a	1129705	155	MONKEY
1135.2060000000	n/a	1135206	210	DOG
1140.7070000000	n/a	1140707	126	LOCK
1146.2080000000	n/a	1146208	125	ARM
1151.7090000000	n/a	1151709	129	SHIRT
1157.2100000000	n/a	1157210	123	SWING
1162.7110000000	n/a	1162711	210	DOG
1168.2120000000	n/a	1168212	147	PALMTREE
1173.7130000000	n/a	1173713	210	DOG
1179.2140000000	n/a	1179214	157	TELEVISI
1184.7150000000	n/a	1184715	151	WELL
1190.2160000000	n/a	1190216	176	IRON
1195.7170000000	n/a	1195717	169	HORSE
1201.2180000000	n/a	1201218	184	SWIMMING
1206.7190000000	n/a	1206719	182	RABBIT
1212.2200000000	n/a	1212220	162	OSTRICH
1217.7210000000	n/a	1217721	210	DOG
1223.2220000000	n/a	1223222	170	LEMON
1228.7230000000	n/a	1228723	186	EYE
1234.2240000000	n/a	1234224	210	DOG
1239.7250000000	n/a	1239725	188	UMBRELLA
1245.2260000000	n/a	1245226	210	DOG
1250.7270000000	n/a	1250727	210	DOG
1256.2280000000	n/a	1256228	191	SWEATER
1261.7290000000	n/a	1261729	167	BELT
1267.2300000000	n/a	1267230	192	RULER
1272.7310000000	n/a	1272731	210	DOG
1278.2320000000	n/a	1278232	172	KNIFE
1283.7330000000	n/a	1283733	164	SNOWMAN
1289.2340000000	n/a	1289234	200	ZEBRA
1294.7350000000	n/a	1294735	187	PANDA
1300.2360000000	n/a	1300236	196	IRONINGB
1305.7370000000	n/a	1305737	161	DONKEY
1311.2380000000	n/a	1311238	180	SEAHORSE
1316.7390000000	n/a	1316739	210	DOG
1322.2400000000	n/a	1322240	190	FISH
1327.7410000000	n/a	1327741	210	DOG
1333.2420000000	n/a	1333242	166	COUCH
1338.7430000000	n/a	1338743	198	TURTLE
1344.2440000000	n/a	1344244	175	ENVELOPE
1349.7450000000	n/a	1349745	210	DOG
1355.2460000000	n/a	1355246	210	DOG
1360.7470000000	n/a	1360747	165	TOOTHBRU
1366.2480000000	n/a	1366248	177	ARROW
1371.7490000000	n/a	1371749	181	BINOCULA
1377.2500000000	n/a	1377250	163	BALL
1382.7510000000	n/a	1382751	189	FOOT
1388.2520000000	n/a	1388252	173	FRENCHCR
1393.7530000000	n/a	1393753	168	CAT
1399.2540000000	n/a	1399254	210	DOG
1404.7550000000	n/a	1404755	185	WATCH
1410.2560000000	n/a	1410256	210	DOG
1415.7570000000	n/a	1415757	210	DOG
1421.2580000000	n/a	1421258	179	AXE
1426.7590000000	n/a	1426759	171	LADYBUG
1432.2600000000	n/a	1432260	178	GIRAFFE
1437.7610000000	n/a	1437761	174	DINOSAUR
1443.2620000000	n/a	1443262	193	LIPSTICK
1448.7630000000	n/a	1448763	194	SADDLE
1454.2640000000	n/a	1454264	199	BICYCLE
1459.7650000000	n/a	1459765	195	SKI
1465.2660000000	n/a	1465266	197	THERMOME
1470.7670000000	n/a	1470767	210	DOG
1476.2680000000	n/a	1476268	210	DOG
1481.7690000000	n/a	1481769	183	BOOK
